city,timestamp,temperature,season
New York,2010-01-01,-0.585226450353788,winter
New York,2010-01-02,-3.724180818424001,winter
New York,2010-01-03,-0.4792854370724025,winter
New York,2010-01-04,1.795774973896286,winter
New York,2010-01-05,-3.1100467370948754,winter
New York,2010-01-06,-1.6322989002077795,winter
New York,2010-01-07,2.182043051341116,winter
New York,2010-01-08,3.9540770424876435,winter
New York,2010-01-09,4.95124738403664,winter
New York,2010-01-10,-4.127755656393213,winter
New York,2010-01-11,-9.836931674567897,winter
New York,2010-01-12,5.289537602386165,winter
New York,2010-01-13,4.650828229773888,winter
New York,2010-01-14,-10.592221185901678,winter
New York,2010-01-15,-1.233281333170765,winter
New York,2010-01-16,-1.528472247217526,winter
New York,2010-01-17,3.4415421221733427,winter
New York,2010-01-18,5.438558210803437,winter
New York,2010-01-19,-6.379952593281407,winter
New York,2010-01-20,-7.358459967407406,winter
New York,2010-01-21,-5.442842872417898,winter
New York,2010-01-22,1.7911864336364665,winter
New York,2010-01-23,1.9099643169454636,winter
New York,2010-01-24,-6.650224086668146,winter
New York,2010-01-25,-1.319963909111439,winter
New York,2010-01-26,3.891386404639952,winter
New York,2010-01-27,-1.3414014166456025,winter
New York,2010-01-28,-0.21076905706252852,winter
New York,2010-01-29,6.446052044735867,winter
New York,2010-01-30,-6.515134183864108,winter
New York,2010-01-31,4.54610791128438,winter
New York,2010-02-01,0.5687587569934168,winter
New York,2010-02-02,12.427912439032955,winter
New York,2010-02-03,4.411674927947762,winter
New York,2010-02-04,1.0017444870572476,winter
New York,2010-02-05,-0.2314886568454959,winter
New York,2010-02-06,-2.9324500532169258,winter
New York,2010-02-07,-3.406655590494476,winter
New York,2010-02-08,-4.18568452990555,winter
New York,2010-02-09,-5.17343401538246,winter
New York,2010-02-10,2.455505293502718,winter
New York,2010-02-11,-6.983535204330758,winter
New York,2010-02-12,3.4279868374818436,winter
New York,2010-02-13,-7.374056935692151,winter
New York,2010-02-14,-6.314983949075836,winter
New York,2010-02-15,-0.4367113576192545,winter
New York,2010-02-16,4.746482120388588,winter
New York,2010-02-17,-0.3412743647597649,winter
New York,2010-02-18,8.834814697806879,winter
New York,2010-02-19,-5.278733615916642,winter
New York,2010-02-20,-2.298264048251618,winter
New York,2010-02-21,-0.5565613346302498,winter
New York,2010-02-22,3.8470127758062733,winter
New York,2010-02-23,0.7725704490794036,winter
New York,2010-02-24,6.5834117444021825,winter
New York,2010-02-25,2.2916848137094035,winter
New York,2010-02-26,2.289261365384408,winter
New York,2010-02-27,2.291992612543813,winter
New York,2010-02-28,-2.8482819049160786,winter
New York,2010-03-01,12.446607022914412,spring
New York,2010-03-02,10.624605514886683,spring
New York,2010-03-03,17.42613324026548,spring
New York,2010-03-04,5.287733068209537,spring
New York,2010-03-05,6.250085338257803,spring
New York,2010-03-06,13.227634647823153,spring
New York,2010-03-07,9.376219435079419,spring
New York,2010-03-08,9.044380151334177,spring
New York,2010-03-09,1.554334496085188,spring
New York,2010-03-10,6.388787419152405,spring
New York,2010-03-11,1.67872442698539,spring
New York,2010-03-12,16.628924345672846,spring
New York,2010-03-13,8.188747693685936,spring
New York,2010-03-14,15.288862236237188,spring
New York,2010-03-15,6.075235481207632,spring
New York,2010-03-16,12.892040585131266,spring
New York,2010-03-17,9.345761759590005,spring
New York,2010-03-18,12.646184542676135,spring
New York,2010-03-19,0.4176289287830137,spring
New York,2010-03-20,11.140314257609564,spring
New York,2010-03-21,14.81209398696006,spring
New York,2010-03-22,12.079918314438302,spring
New York,2010-03-23,10.172357604176431,spring
New York,2010-03-24,5.004722542434978,spring
New York,2010-03-25,8.99410551551424,spring
New York,2010-03-26,8.109102389633694,spring
New York,2010-03-27,11.904102021694998,spring
New York,2010-03-28,6.649211863282911,spring
New York,2010-03-29,6.094822676479366,spring
New York,2010-03-30,0.38400218375099016,spring
New York,2010-03-31,12.752351352832921,spring
New York,2010-04-01,7.436650156773833,spring
New York,2010-04-02,15.661431865672988,spring
New York,2010-04-03,15.984416693409562,spring
New York,2010-04-04,12.879725266035624,spring
New York,2010-04-05,15.597559774607383,spring
New York,2010-04-06,7.892586790060146,spring
New York,2010-04-07,3.823920820844572,spring
New York,2010-04-08,7.385329123900139,spring
New York,2010-04-09,16.09790312829846,spring
New York,2010-04-10,15.500223548080744,spring
New York,2010-04-11,10.461664569153525,spring
New York,2010-04-12,5.3705002138501765,spring
New York,2010-04-13,13.008241365365471,spring
New York,2010-04-14,15.354822781052938,spring
New York,2010-04-15,10.749729208422472,spring
New York,2010-04-16,16.811713796865895,spring
New York,2010-04-17,9.913977320368991,spring
New York,2010-04-18,7.692962479471623,spring
New York,2010-04-19,15.128710309947946,spring
New York,2010-04-20,14.12959665099552,spring
New York,2010-04-21,12.722680355007771,spring
New York,2010-04-22,6.568242842389972,spring
New York,2010-04-23,7.686215801844719,spring
New York,2010-04-24,17.779256110320112,spring
New York,2010-04-25,7.208712758620313,spring
New York,2010-04-26,6.368598342066815,spring
New York,2010-04-27,6.933821880969715,spring
New York,2010-04-28,11.1808355945082,spring
New York,2010-04-29,10.886589011673736,spring
New York,2010-04-30,0.5811551398637587,spring
New York,2010-05-01,10.041573900375479,spring
New York,2010-05-02,9.705341222710716,spring
New York,2010-05-03,11.249163053828573,spring
New York,2010-05-04,20.779305387716782,spring
New York,2010-05-05,5.693762050680923,spring
New York,2010-05-06,16.079831914208746,spring
New York,2010-05-07,8.443899175533268,spring
New York,2010-05-08,17.76364925922676,spring
New York,2010-05-09,7.649467717126782,spring
New York,2010-05-10,15.922698703764993,spring
New York,2010-05-11,18.383507397270638,spring
New York,2010-05-12,9.721873555068214,spring
New York,2010-05-13,1.437799529526858,spring
New York,2010-05-14,12.56473735797548,spring
New York,2010-05-15,14.293316870767327,spring
New York,2010-05-16,8.934887034778061,spring
New York,2010-05-17,8.92470866424234,spring
New York,2010-05-18,1.0644881015079868,spring
New York,2010-05-19,7.362166795782431,spring
New York,2010-05-20,16.36833431023163,spring
New York,2010-05-21,8.749678356322619,spring
New York,2010-05-22,21.515085533921845,spring
New York,2010-05-23,2.3827815884756802,spring
